Region,Regional District,Year,Gender,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
0,British Columbia,2037,F,3211014,22907,23092,23313,23586,23885,24194,24445,24674,24856,25007,25124,25167,25219,25433,25949,26807,27457,28999,31517,33415,34504,34955,35766,36681,37953,38924,39913,41528,42823,43722,43429,42745,43058,42898,41652,42918,46416,48512,48493,47900,47060,47598,46669,46113,45665,45771,45275,45116,44176,43031,41896,41691,40761,40245,39478,38922,37404,36555,34860,33894,33739,34193,33930,33944,34219,34758,37057,37186,36941,35587,34534,35728,36898,38459,38052,36179,35792,35008,33649,32582,30949,29579,28213,26238,24066,22095,20434,19164,17164,15833,76828
0,British Columbia,2037,T,6303431,47042,47453,47934,48550,49196,49848,50387,50881,51284,51625,51882,51989,52142,52581,53566,55146,56341,59571,64938,68555,70953,71939,74004,75071,77071,78160,79736,82948,85393,86659,86001,84981,85649,85201,82844,85478,92655,97619,98538,97891,97176,97469,96434,95167,93772,93248,92045,91507,89302,86147,83968,83555,81543,79780,77574,75859,72870,70610,67191,65067,64749,64758,64516,64284,64602,65714,69741,70013,69230,66945,65338,67395,69811,72271,71921,68169,67053,65101,62124,60202,56600,53958,50938,46815,43009,39262,36035,33488,29743,27325,122335
0,British Columbia,2038,M,3122253,24266,24450,24683,25014,25359,25708,26012,26303,26553,26772,26938,27020,27128,27360,27845,28594,29173,30281,33247,34965,36052,37160,37649,38878,39108,39967,40344,40987,42751,43859,44120,43623,43193,43515,43127,41876,43104,46731,49503,50447,50344,50418,50155,49991,49196,48196,47485,46739,46361,45061,43001,41947,41704,40665,39454,38033,36865,35422,34016,32321,31181,31016,30562,30561,30255,30280,30797,32510,32628,32024,31117,30503,31320,32480,33262,33253,31312,30524,29293,27637,26682,24706,23373,21673,19525,17870,16095,14525,13233,11517,49500
0,British Columbia,2038,F,3244054,23031,23177,23372,23633,23930,24246,24511,24764,24974,25154,25295,25358,25420,25636,26166,27049,27747,28796,31415,32912,34416,35222,35769,36638,37760,39200,40372,41223,42915,44135,45013,44368,43555,43872,43577,42408,43485,46880,48933,48851,48226,47372,47864,46909,46292,45823,45894,45347,45181,44221,43065,41942,41765,40838,40305,39534,38936,37412,36602,34934,34005,33837,34278,34041,33993,34268,34765,37024,37137,36829,35460,34394,35496,36610,38060,37594,35656,35216,34368,32973,31842,30180,28755,27325,25301,23100,21101,19411,18103,16116,83176
0,British Columbia,2038,T,6366307,47297,47627,48055,48647,49289,49954,50523,51067,51527,51926,52233,52378,52548,52996,54011,55643,56920,59077,64662,67877,70468,72382,73418,75516,76868,79167,80716,82210,85666,87994,89133,87991,86748,87387,86704,84284,86589,93611,98436,99298,98570,97790,98019,96900,95488,94019,93379,92086,91542,89282,86066,83889,83469,81503,79759,77567,75801,72834,70618,67255,65186,64853,64840,64602,64248,64548,65562,69534,69765,68853,66577,64897,66816,69090,71322,70847,66968,65740,63661,60610,58524,54886,52128,48998,44826,40970,37196,33936,31336,27633,132676
0,British Columbia,2039,M,3151827,24433,24580,24771,25076,25409,25756,26067,26372,26648,26897,27093,27200,27326,27566,28058,28822,29427,30570,32956,34791,35876,36762,37824,38288,39595,39956,41074,41506,42316,44038,45041,45169,44579,44116,44338,43809,42420,43598,47128,49906,50800,50646,50703,50380,50132,49283,48203,47453,46708,46293,44941,42874,41787,41584,40580,39387,37959,36817,35380,34001,32327,31189,31013,30541,30478,30157,30130,30642,32319,32367,31782,30819,30179,30920,31963,32669,32560,30588,29729,28447,26716,25717,23705,22311,20586,18440,16775,15005,13440,12137,53108
0,British Columbia,2039,F,3276602,23190,23300,23456,23693,23978,24291,24562,24830,25064,25272,25441,25528,25611,25837,26370,27265,27988,29085,31211,32809,33914,35134,36035,36639,37715,39006,40647,41681,42609,44225,45424,45950,45177,44368,44550,44332,42974,43949,47301,49290,49176,48537,47638,48104,47087,46449,45945,45965,45412,45224,44254,43109,42016,41840,40897,40359,39547,38942,37458,36673,35043,34103,33925,34390,34092,34046,34280,34746,36980,37029,36699,35319,34179,35229,36239,37611,37061,35092,34583,33690,32238,31064,29353,27865,26365,24302,22077,20061,18352,17015,89241
0,British Columbia,2039,T,6428429,47623,47880,48227,48769,49387,50047,50629,51202,51712,52169,52534,52728,52937,53403,54428,56087,57415,59655,64167,67600,69790,71896,73859,74927,77310,78962,81721,83187,84925,88263,90465,91119,89756,88484,88888,88141,85394,87547,94429,99196,99976,99183,98341,98484,97219,95732,94148,93418,92120,91517,89195,85983,83803,83424,81477,79746,77506,75759,72838,70674,67370,65292,64938,64931,64570,64203,64410,65388,69299,69396,68481,66138,64358,66149,68202,70280,69621,65680,64312,62137,58954,56781,53058,50176,46951,42742,38852,35066,31792,29152,142349
0,British Columbia,2040,M,3181149,24621,24747,24901,25164,25470,25805,26114,26426,26717,26992,27217,27354,27506,27764,28263,29035,29656,30825,33245,34500,35702,36587,37426,38462,39004,40441,41061,42234,42833,43603,45219,46089,46123,45501,44938,45019,44352,42914,43997,47532,50259,51101,50930,50927,50520,50217,49287,48168,47420,46638,46170,44808,42710,41666,41497,40510,39309,37908,36771,35361,34001,32332,31188,30993,30461,30382,30012,29984,30472,32066,32128,31484,30499,29804,30439,31406,32002,31822,29806,28887,27518,25768,24695,22648,21212,19463,17330,15660,13904,12346,56901
0,British Columbia,2040,F,3308707,23369,23460,23580,23776,24036,24338,24607,24881,25130,25361,25559,25674,25781,26028,26571,27469,28205,29327,31501,32606,33811,34631,35946,36905,37716,38960,40451,41954,43065,43918,45513,46360,46757,45988,45045,45303,44897,43438,44371,47659,49615,49486,48802,47877,48281,47243,46570,46015,46028,45455,45255,44296,43181,42091,41897,40950,40371,39552,38985,37528,36779,35140,34192,34040,34442,34147,34061,34266,34717,36877,36902,36555,35103,33930,34880,35821,37088,36487,34473,33913,32952,31464,30228,28460,26903,25342,23244,21007,18984,17265,95620
0,British Columbia,2040,T,6489856,47990,48207,48481,48940,49506,50143,50721,51307,51847,52353,52776,53028,53287,53792,54834,56504,57861,60152,64746,67106,69513,71218,73372,75367,76720,79401,81512,84188,85898,87521,90732,92449,92880,91489,89983,90322,89249,86352,88368,95191,99874,100587,99732,98804,98801,97460,95857,94183,93448,92093,91425,89104,85891,83757,83394,81460,79680,77460,75756,72889,70780,67472,65380,65033,64903,64529,64073,64250,65189,68943,69030,68039,65602,63734,65319,67227,69090,68309,64279,62800,60470,57232,54923,51108,48115,44805,40574,36667,32888,29611,152521
0,British Columbia,2041,M,3210232,24818,24934,25068,25293,25558,25866,26163,26473,26771,27061,27312,27478,27660,27943,28461,29240,29869,31054,33500,34789,35411,36413,37250,38064,39177,39850,41545,42220,43560,44119,44782,46266,47041,47044,46321,45618,45560,44844,43313,44402,47887,50561,51385,51154,51066,50605,50220,49251,48134,47349,46514,46034,44640,42587,41579,41425,40429,39254,37859,36748,35357,34001,32327,31169,30913,30368,30240,29871,29825,30242,31838,31834,31164,30129,29351,29921,30778,31290,31023,28978,27959,26559,24762,23613,21552,20075,18311,16197,14530,12792,60471
0,British Columbia,2041,F,3340408,23556,23638,23739,23899,24120,24396,24653,24925,25180,25426,25648,25791,25926,26198,26761,27670,28409,29544,31743,32896,33607,34528,35443,36816,37981,38960,40404,41757,43337,44372,45204,46447,47165,47567,46663,45797,45867,45360,43859,44729,47984,49925,49750,49040,48054,48435,47363,46639,46078,46070,45485,45296,44366,43254,42147,41949,40962,40375,39595,39052,37633,36872,35228,34308,34095,34498,34165,34052,34244,34631,36756,36761,36334,34852,33601,34486,35331,36524,35856,33818,33184,32175,30632,29325,27495,25877,24259,22138,19899,17879,101700
0,British Columbia,2041,T,6550640,48374,48572,48807,49192,49678,50262,50816,51398,51951,52487,52960,53269,53586,54141,55222,56910,58278,60598,65243,67685,69018,70941,72693,74880,77158,78810,81949,83977,86897,88491,89986,92713,94206,94611,92984,91415,91427,90204,87172,89131,95871,100486,101135,100194,99120,99040,97583,95890,94212,93419,91999,91330,89006,85841,83726,83374,81391,79629,77454,75800,72990,70873,67555,65477,65008,64866,64405,63923,64069,64873,68594,68595,67498,64981,62952,64407,66109,67814,66879,62796,61143,58734,55394,52938,49047,45952,42570,38335,34429,30671,162171
